test,elevator_id,line,parent_station,Station (for Betsy),children_ids_served,elevator_type,escalator_direction,facility_name,alternate_elevator_ids,alternate_service_long_text,Entering System Categorization,Exiting System Categorization,What station to EXIT at,Short Text,Questions/Notes,Is direction important?,Is the line/mode important?,secondary_alternate_service_text,elevator_name,alternate_service_short_text,facility_lat,facility_lon
26,865,O,place-welln,Wellington,70032;70033,Elevator,,Forest Hills platform to lobby,864,"To exit when traveling on a Forest Hills-bound train, exit onto the center platform and wait for an Oak Grove train to arrive. When the train arrives, cross through the train over to the opposite platform and use Wellington Elevator 864. To exit the train when traveling on an Oak Grove-bound train, exit the right side of the train onto the Oak Grove platform and use Wellington Elevator 864. To board a Forest Hills-bound train, use Wellington Elevator 864 to access the Oak Grove platform, then wait for an Oak Grove-bound train to arrive. When the train arrives, cross through the train over to the center platform.",2AB - Specific Platform,2AB - Specific Platform,,,,YES,,,WELLINGTON - Lobby to Forest Hills Platform,Wellington Elevator 865 (Forest Hills platform to lobby) is not working. Contact station personnel to use Wellington Elevator 864.,,
13,864,O,place-welln,Wellington,70033,Elevator,,Oak Grove platform to lobby,865,"To exit, exit the left side of the train onto the center platform and use Wellington Elevator 865. To board, use Wellington Elevator 865 to access the center platform.",2AB - Specific Platform,2AB - Specific Platform,,,,,,,WELLINGTON - Lobby to Oak Grove Platform,Wellington Elevator 864 (Oak Grove platform to lobby) is not working. Use Wellington Elevator 865 on the Forest Hills-bound platform.,,
37,889,B,place-wimnl,Wood Island,70049,Elevator,,Bowdoin platform to pedestrian bridge,"712, 714, 931, 932","To access the Wonderland platform or Lovell St from the Bowdoin platform, take a Bowdoin-bound train to Airport, then transfer to a Wonderland-bound train and exit at Wood Island. To access the Bowdoin platform or Bennington St busway from the Wonderland platform, take a Wonderland-bound train to Orient Heights, then transfer to a Bowdoin-bound train and exit at Wood Island.",3A - Backtrack,3A - Backtrack,Airport,,,,,,WOOD ISLAND - Bowdoin - bound platform to Bennington Street,Wood Island Elevator 889 (platform to Bennington Street) is not working. See www.mbta.com for alt service.,,
38,890,B,place-wimnl,Wood Island,70050,Elevator,,Wonderland platform to pedestrian bridge,"712, 714, 931, 932","To access the Bowdoin platform or Bennington St busway from the Wonderland platform, take a Wonderland-bound train to Orient Heights, then transfer to a Bowdoin-bound train and exit at Wood Island. To access the Wonderland platform or Lovell St from the Bowdoin platform, take a Bowdoin-bound train to Airport, then transfer to a Wonderland-bound train and exit at Wood Island.",3A - Backtrack,3A - Backtrack,Orient Heights,,,,,,WOOD ISLAND - Mezzanine to the Wonderland - bound platform,Wood Island Elevator 890 (mezzanine to Bowdoin-bound platform) is not working. See www.mbta.comfor alt service.,,
11,733,R,place-wlsta,Wollaston,70099;70100,Elevator,,Parking lot lobby to pedestrian bridge,734,"To exit, use Wollaston Elevator 734 to access the Newport Ave lobby. At the lobby, proceed up the passageway ramp to the parking lot lobby. To board, proceed down the passageway ramp to the Newport Ave lobby and use Wollaston Elevator 734 to access the platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,WOLLASTON - Parking Lot Lobby to Pedestrian Bridge,,,
12,734,R,place-wlsta,Wollaston,70099;70100,Elevator,,Newport Ave lobby to platform,"733, 735","To exit, use Wollaston Elevator 735 to access the pedestrian bridge. At the pedestrian bridge, use Wollaston Elevator 733 to access to parking lot lobby and Newport Ave lobby. To board, proceed up the passageway ramp to the parking lot lobby and use Wollaston Elevator 733 to access the pedestrian bridge. At the pedestrian bridge, use Wollaston Elevator 735 to access the platform.",2D - Daisy chain,2D - Daisy chain,,,,,,,WOLLASTON - Newport Ave Lobby to Platform,,,
13,735,R,place-wlsta,Wollaston,70099;70100,Elevator,,Platform to pedestrian bridge,734,"To exit, use Wollaston Elevator 734 to access the Newport Ave lobby. At the lobby, proceed up the passageway ramp to the parking lot lobby. To board, proceed down the passageway ramp to the Newport Ave lobby and use Wollaston Elevator 734 to access the platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,WOLLASTON - Platform to Pedestrian Bridge,,,
198,990,COMM,place-WML-0025,,WML-0025-05,Elevator,,Street to Track 5 (South Station platform) and bridge,,,?,,,,,,,,LANSDOWNE - Street to South Station platform 2 and bridge,,,
199,991,COMM,place-WML-0025,,WML-0025-05,Elevator,,Track 5 (South Station platform) to bridge,,,?,,,,,,,,LANSDOWNE - South Station platform 2 to bridge,,,
200,992,COMM,place-WML-0025,,WML-0025-07,Elevator,,Track 7 (outbound platform) to west side of bridge,,,?,,,,,,,,LANSDOWNE - Outbound platform 1 to bridge (west),,,
201,993,COMM,place-WML-0025,,WML-0025-07,Elevator,,Track 7 (outbound platform) to east side of bridge,,,?,,,,,,,,LANSDOWNE - Outbound platform 1 to bridge (east),,,
25,725,COMM,place-WML-0035,,WML-0035;WML-0035-01;WML-0035-02,Elevator,,Arthur Street to pedestrian bridge,727,,?,,,,,,,,BOSTON LANDING - Arthur Street to pedestrian bridge,,,
26,726,COMM,place-WML-0035,,WML-0035;WML-0035-01;WML-0035-02,Elevator,,Platform to Arthur Street pedestrian bridge,727,,?,,,,,,,,BOSTON LANDING - Platform to Arthur Street pedestrian bridge,,,
27,727,COMM,place-WML-0035,,WML-0035;WML-0035-01;WML-0035-02,Elevator,,Platform to Everett Street,"725, 726",,?,,,,,,,,BOSTON LANDING - Platform to Everett Street,,,
1,50,COMM,place-WML-0214,,WML-0214;WML-0214-01;WML-0214-02,Elevator,,Outbound platform to pedestrian bridge,,The elevator at Framingham connecting the Inbound and Outbound platforms is out of service. Please proceed to Concord street to cross over to the outbound platform.,7-CR other station,,,,Not sure of the situation here,,,,FRAMINGHAM - Pedestrian bridge to outbound platform,A pedestrian bridge elevator at Framingham is out of service. Customers can access the outbound platform from Concord Street.,,
2,51,COMM,place-WML-0214,,WML-0214;WML-0214-01;WML-0214-02,Elevator,,Waverly Street to pedestrian bridge,,The elevator at Framingham connecting the Inbound and Outbound platforms is out of service. Please proceed to Concord street to cross over to the outbound platform.,7-CR other station,,,,Not sure of the situation here,,,,FRAMINGHAM - Pedestrian bridge to Waverly Street,A pedestrian bridge elevator at Framingham is out of service. Customers can access the outbound platform from Concord Street.,,
219,,COMM,place-WML-0442,,WML-0442-CS,Elevator,,Lobby to platform,,,?,,,,What's the background for these stations?,,,,,,,
222,780,COMM,place-WML-0442,,WML-0442-CS,Elevator,,"Platform to buses, Union Station",,,?,,,,,,,,,,42.260914,-71.794964
223,781,COMM,place-WML-0442,,WML-0442-CS,Elevator,,Platform to pedestrian bridge,,,?,,,,,,,,,,42.261753,-71.792092
224,782,COMM,place-WML-0442,,WML-0442-CS,Elevator,,Parking lot to pedestrian bridge,,,?,,,,,,,,,,42.262022,-71.792233
1,701,B,place-wondl,Wonderland,70060;70059,Elevator,,Main lobby to garage,"702, 703",Please use nearby Wonderland Elevators 702 or 703.,1 - Nearby,1 - Nearby,,,,,,,WONDERLAND - Inbound Platform/ Street to Garage,Wonderland Elevator 701 (platform/street to garage) is not working. Use elevators 702 or 703.,,
2,702,B,place-wondl,Wonderland,70060;70059,Elevator,,Main lobby to garage,"701, 703",Please use nearby Wonderland Elevators 701 or 703.,1 - Nearby,1 - Nearby,,,,,,,WONDERLAND - Inbound Platform/ Street to Garage,Wonderland Elevator 702 (platform/street to garage) is not working. Use elevators 701 or 703.,,
3,703,B,place-wondl,Wonderland,70060;70059,Elevator,,Main lobby to garage,"701, 702",Please use nearby Wonderland Elevators 701 or 702.,1 - Nearby,1 - Nearby,,,,,,,WONDERLAND - Inbound Platform/ Street to Garage,Wonderland Elevator 703 (platform/street to garage) is not working. Use elevators 701 or 702.,,
8,708,B,place-wondl,Wonderland,15795;70059;70060,Elevator,,"To access the pedestrian bridge from the main lobby, use Wonderland Elevators 701, 702 or 703. Exit the elevator at level 2, then turn left and proceed to the pedestrian bridge. To access the main lobby from the pedestrian bridge, proceed to the parking garage--level 2, and use Wonderland Elevators 701, 702 or 703.","701, 702, 703","To access the pedestrian bridge from the main lobby, use Wonderland Elevators 701, 702 or 703. Exit the elevator at level 2, then turn left and proceed to the pedestrian bridge. To access the main lobby from the pedestrian bridge, proceed to the parking garage--level 2, and use Wonderland Elevators 701, 702 or 703.",2 - Accessible route available,2 - Accessible route available,,,,,,,WONDERLAND - Unpaid Lobby to Crosswalk,Use walkway @ Wonderland for access between lobby & crosswalk.,,
1,709,B,place-wondl,Wonderland,70059;door-wondl-revere,Elevator,,North Shore Road Busway to pedestrian plaza,"701, 702, 703","To access the pedestrian plaza from the North Shore Rd entrance, enter the lobby and use Wonderland Garage Elevators 701, 702 or 703. Exit the elevator at level 2, turn right and  proceed to the pedestrian plaza. To access North Shore Rd from the pedestrian plaza, travel up the ramp to Wonderland garage--level 2 and use Wonderland Elevators 701, 702 or 703. Exit the elevator at ground level, turn right and proceed to the main lobby entrance.",2 - Accessible route available,2 - Accessible route available,,,,,,,WONDERLAND - Plaza to Inbound Platform,Wonderland elevator 709 (plaza to inbound platform) is not working. Use ramp to elevator 708.,,
2,710,B,place-wondl,Wonderland,70060;door-wondl-revere,Elevator,,Wonderland platform to pedestrian plaza,"701, 702, 703","To access the pedestrian plaza from the Wonderland outbound platform, exit through the gate and travel up the ramp to the pedestrian bridge. Proceed across the pedestrian bridge, then turn right and continue straight to the doors leading to the plaza. To access the main lobby from the pedestrian bridge, use Wonderland Elevators 701, 702 or 703, and exit at ground level. To access the Wonderland outbound platform from the pedestrian plaza, travel up the ramp to Wonderland garage--level 2, then continue straight to the pedestrian bridge. Proceed across the pedestrian bridge, then travel down the ramp to the Wonderland outbound platform.",2 - Accessible route available,2 - Accessible route available,,,,,,,WONDERLAND - Plaza to Outbound Platform,Wonderland elevator 710 (plaza to outbound platform) is not working. Use ramp to elevator 708.,,
3,711,B,place-wondl,Wonderland,15795;70059;70060;door-wondl-ocean,Elevator,,Ocean Avenue to pedestrian plaza,710,"To access Ocean Blvd from the pedestrian plaza, travel along the plaza towards the station and use Wonderland Elevator 710 to access the Wonderland outbound platform. At the platform, exit through the gate and continue along the pathway to Ocean Blvd. To access the pedestrian plaza from Ocean Blvd, travel south on Ocean Blvd for approximately 300 feet, then turn right at the Wonderland pathway. Proceed to the Wonderland platform and use Wonderland Elevator 710.",2 - Accessible route available,2 - Accessible route available,,,,,,,WONDERLAND - Plaza to Ocean Blvd,Wonderland elevator 711 (plaza to Ocean Blvd) is not working. Use elevator 710.,,
49,934,S,place-wtcst,World Trade Center,74613;74615;door-wtcst-wtc,Elevator,,Lobby to World Trade Center Avenue,"935, 901, 927","To access World Trade Center Ave from the lobby, use World Trade Center Elevator 935 to access the South Station platform. Take an SL1, SL2 or SL3 bus inbound to South Station, then proceed to the Route 7 bus stop located on Summer St. Take a Route 7 (City Point) bus to Summer St opposite WTC Ave. To access the lobby from World Trade Center Ave, travel south on World Trade Center Ave to  the Route 7 bus stop at Summer St & WTC Ave, and take a Route 7 (Otis & Summer) bus to Summer St & Atlantic Ave. Proceed to the South Station Silver Line platform, then take an SL1, SL2 or SL3 bus outbound to World Trade Center and use World Trade Center Elevator 935.",,3A - Backtrack,,,Do I have this correct?,,,,WORLD TRADE CENTER - Lobby to Viaduct,World Trade Center Elevator 934 (lobby to viaduct) is not working. See www.mbta.comfor alt service.,,
50,935,S,place-wtcst,World Trade Center,74615,Elevator,,South Station platform to lobby,"936, 937, 938","To exit, exit the bus at Courthouse and proceed to the Airport/Design Center/Chelsea platform, then take an SL1, SL2 or SL3 bus outbound to World Trade Center and use World Trade Center Elevator 936. To board, use World Trade Center Elevator 936 to access the Airport/Design Center/Chelsea platform. Take an SL1, SL2 or SL3 bus outbound to Silver Line Way, then proceed to the South Station platform and transfer to an inbound SL1, SL2 or SL3 bus.",3A - Backtrack,3A - Backtrack,Courthouse,"Exit at Courthouse, then backtrack",,,,,WORLD TRADE CENTER - South Station bound Platform to Lobby,World Trade Center Elevator 935 (lobby to South Station-bound platform) is not working. See www.mbta.comfor alt service.,,
51,936,S,place-wtcst,World Trade Center,74613,Elevator,,Airport/Design Center/Chelsea platform to lobby,"935,  937, 938","To exit, exit the bus at Silver Line Way and proceed to the inbound platform, then take an SL1, SL2 or SL3 bus inbound to World Trade Center and use World Trade Center Elevator 935. To board, use World Trade Center Elevator 935 to access the South Station platform. Take an SL1, SL2 or SL3 bus inbound to Courthouse, then proceed to the Airport/Design Center/Chelsea platform and transfer to an inbound SL1, SL2 or SL3 bus.",3A - Backtrack,3A - Backtrack,Silver Line Way,,,,,,WORLD TRADE CENTER - Outbound Platform to Lobby,World Trade Center Elevator 936 (lobby to outbound platform) is not working. See www.mbta.com for alt service.,,
